Tweet	Tweet Datetime	Twitter Username	Twitter User Location	len	Tweets_Clean	Sentiment
"Are African nations doing enough to curb COVID-19?
The World Health Organization ( #WHO) is warning of a third wave… "	2021-06-22 21:46:03	Stephan Horvath	Dubai, United Arab Emirates	117	african nations enough curb world health organization #who warning third wave	Neutral
The epidemic is #worsening in #Africa as #Thomas More transmittable variants of the coronavirus distribute, vaccina… 	2021-06-22 18:55:10	Joey's Thesaurus		117	epidemic #worsening #thomas transmittable variants distribute vaccina	Negative
Amid the constant rise in daily #coronavirus cases, Namibian authorities are speeding up Oxygen importation, to avo… 	2021-06-22 16:35:24	Africa Asia News Network		117	amid constant rise daily cases namibian authorities speeding oxygen importation avo	Neutral
Doctors Without Borders (MSF) responds to mRNA COVID vaccine technology transfer hub being set up in South Africa… 	2021-06-22 16:18:09	Stefan Linnow / Van de FX / Tripp a FX	Berlin, Deutschland	115	doctors without borders msf responds mrna vaccine technology transfer hub set south africa	Neutral
"Are African nations doing enough to curb COVID-19?
The World Health Organization ( #WHO) is warning of a third wave… "	2021-06-22 15:30:41	Ideations Hive	Singapore	117	african nations enough curb world health organization #who warning third wave	Neutral
"🌍🦠⚕️🇿🇦📈

Africa sees spike in COVID infections and deaths "				58	🌍 🦠 ⚕ ️ 🇿 🇦 📈 africa sees spike infections deaths	Negative
This week:				10	week	Neutral
nan				3	nan	Neutral
White House outlines a plan to send 55 million vaccine doses to #LatinAmerica, #Africa, #Asia, and elsewhere.… 	2021-06-22 14:30:06	PhilanTopic	New York, NY	111	white house outlines plan send 55 million vaccine doses #latinamerica #asia elsewhere	Neutral
"South Africa to host #COVIDvaccine tech transfer hub

- in bid to increase access to #coronavirus vaccines in… "	2021-06-22 13:35:19	Hayman Buwaneswaran Buwan, MD	Toronto	111	south africa host #covidvaccine tech transfer hub bid increase access vaccines	Neutral
"Are African nations doing enough to curb COVID-19?
The World Health Organization ( #WHO) is warning of a third wave… "	2021-06-22 10:38:06	European Global Water Forum - https://egwf.world		117	african nations enough curb world health organization #who warning third wave	Neutral
"#Virology Expert Urges Vigilance as New #MERS-CoV #Variants Emerge

There is risk that the Middle East #Respiratory… "	2021-06-22 10:36:27	Science Africa	Nairobi,Kenya	117	#virology expert urges vigilance #mers-cov #variants emerge risk middle east #respiratory	Neutral
"World Bank, African Union join forces to expand access to COVID-19 vaccines
Coronavirus - Kenya: COVID-19 update (21 June 2021) @MOH_Kenya #Kenya #Health #Pandemic #COVID19 #Testing… "				183	world bank african union join forces expand access vaccines kenya update 21 @moh_kenya #kenya #testing	Neutral
nan				3	nan	Neutral
Coronavirus - Eswatini: COVID-19 daily info update (21 June 2021) @EswatiniGovern1 #Eswatini #Health #Pandemic… 	2021-06-22 06:09:47	APO Group English	#AFRICA #MENA	112	eswatini daily info update 21 @eswatinigovern1 #eswatini	Neutral
Coronavirus - Rwanda: COVID-19 update (21 June 2021) @RwandaHealth #Rwanda #Health #Pandemic #COVID19 #Testing… 	2021-06-22 05:54:00	APO Group English	#AFRICA #MENA	112	rwanda update 21 @rwandahealth #rwanda #testing	Neutral
#WorldBank, #AfricanUnion join forces to provide #vaccination for up to 400 million people in #Africa - #covid19… 	2021-06-22 05:30:40	Mary Asanga	Uyo	114	#worldbank #africanunion join forces provide #vaccination 400 million people	Neutral
#WorldBank, #AfricanUnion join forces to provide #vaccination for up to 400 million people in #Africa - #covid19… 	2021-06-22 05:30:38	UhusianoCapital		114	#worldbank #africanunion join forces provide #vaccination 400 million people	Neutral
#WorldBank, #AfricanUnion join forces to provide #vaccination for up to 400 million people in #Africa - #covid19… 	2021-06-22 05:30:36	Tatiana Tati	London, England	114	#worldbank #africanunion join forces provide #vaccination 400 million people	Neutral
#WorldBank, #AfricanUnion join forces to provide #vaccination for up to 400 million people in #Africa - #covid19… 	2021-06-22 05:30:34	Fabio Scala	London, UK	114	#worldbank #africanunion join forces provide #vaccination 400 million people	Neutral
#WorldBank, #AfricanUnion join forces to provide #vaccination for up to 400 million people in #Africa - #covid19… 	2021-06-22 05:30:32	Rafael Carvalho	Portugal	114	#worldbank #africanunion join forces provide #vaccination 400 million people	Neutral
#WorldBank, #AfricanUnion join forces to provide #vaccination for up to 400 million people in #Africa - #covid19… 	2021-06-22 05:30:30	Emmanuel	London, England	114	#worldbank #africanunion join forces provide #vaccination 400 million people	Neutral
#WorldBank, #AfricanUnion join forces to provide #vaccination for up to 400 million people in #Africa - #covid19… 	2021-06-22 05:30:23	Further Markets	London, England	114	#worldbank #africanunion join forces provide #vaccination 400 million people	Neutral
#WorldBank, #AfricanUnion join forces to provide #vaccination for up to 400 million people in #Africa - #covid19… 	2021-06-22 05:30:17	Further Africa	London, England	114	#worldbank #africanunion join forces provide #vaccination 400 million people	Neutral
